School,SchoolCategory,District,Year,mathNLImet,mathLImet,SchoolType,LowIncome,ELL,SpecialEd,Enrollment,NLIGradRate,LIGradRate
BAKER,Middle,TACOMA SD,2008,47.09,33.16,Public,66.29,7.03,9.9,626,,
BALBOA ELEMENTARY,Elem,SPOKANE SD,2010,65.85,61.22,Public,37.5,,22.73,264,,
BALBOA ELEMENTARY,Elem,SPOKANE SD,2009,67.48,71.79,Public,32.51,,18.52,243,,
BALBOA ELEMENTARY,Elem,SPOKANE SD,2008,72.19,67.14,Public,31.98,0,13.06,222,,
BALLARD HIGH SCHOOL,High,SEATTLE PS,2009,69.06,36.62,Public,23.91,7.97,6.94,389,88.11,81.32
BALLARD HIGH SCHOOL,High,SEATTLE PS,2010,70.65,34.25,Public,23.76,4.7,8.66,404,90.4,85.64
BALLARD HIGH SCHOOL,High,SEATTLE PS,2008,72.11,40.68,Public,19.74,5.64,13.08,390,91.64,88.19
BALLOU JR HIGH,Middle,PUYALLUP SD,2008,50.19,39.47,Public,22.25,0,13.62,683,,
BALLOU JR HIGH,Middle,PUYALLUP SD,2009,54.01,33.33,Public,26.9,0,13.65,513,,
BALLOU JR HIGH,Middle,PUYALLUP SD,2010,64.04,45.89,Public,31.83,,12.04,465,,
BARGE-LINCOLN ELEMEN,Elem,YAKIMA SD,2008,,34.31,Public,97.72,50.57,9.13,263,,
BARGE-LINCOLN ELEMEN,Elem,YAKIMA SD,2009,0,36.09,Public,96.17,50.96,10.34,261,,
BARGE-LINCOLN ELEMEN,Elem,YAKIMA SD,2010,33.33,21.03,Public,96.01,43.52,12.96,301,,
BARKER CENTER,High,CENTRAL VALLEY SD,2008,,4.55,Alternative,,,,34,15.69,32.18
BARKER CENTER,High,CENTRAL VALLEY SD,2010,0,20,Alternative,52.38,0,,21,35.5,25.78
BARKER CENTER,High,CENTRAL VALLEY SD,2009,12.5,5,Alternative,,,,39,28.8,20.61
BARNES ELEMENTARY,Elem,KELSO SD,2010,54,36.97,Public,69.49,,16.38,177,,
BARNES ELEMENTARY,Elem,KELSO SD,2009,55.17,38.41,Public,70.71,5.05,20.71,198,,
BARNES ELEMENTARY,Elem,KELSO SD,2008,56.6,33.33,Public,70.06,,24.29,177,,
BASIN CITY ELEM,Elem,NORTH FRANKLIN SD,2010,65.71,50.61,Public,85.11,48.94,11.91,235,,
BASIN CITY ELEM,Elem,NORTH FRANKLIN SD,2008,72.73,28.02,Public,85.65,55.65,9.13,230,,
BASIN CITY ELEM,Elem,NORTH FRANKLIN SD,2009,81.08,39.77,Public,84.19,52.14,9.4,234,,
BATES TECHNICAL HIGH,High,BATES TC,2009,,,Alternative,,,,,0.33,
BATES TECHNICAL HIGH,High,BATES TC,2010,0,0,Alternative,0,0,0,10,,
BATES TECHNICAL HIGH,High,BATES TC,2008,7.41,,Alternative,,,,36,9.81,
BATTLE GROUND HIGH S,High,BATTLE GROUND SD,2010,52.13,42.27,Public,39.66,3.8,9.49,527,95.51,95.67
BATTLE GROUND HIGH S,High,BATTLE GROUND SD,2008,52.5,54.62,Public,25.75,2.21,12.68,497,97.62,85.38
BATTLE GROUND HIGH S,High,BATTLE GROUND SD,2009,54.07,52.05,Public,36.2,2.04,9.2,489,93.46,95.37
BAY VIEW ELEMENTARY,Comprehensive,BURLINGTON SD,2009,69.12,39.47,Public,31.06,6.57,11.11,396,,
BAY VIEW ELEMENTARY,Comprehensive,BURLINGTON SD,2010,73.71,48.78,Public,31.71,0,11.25,391,,
BAY VIEW ELEMENTARY,Comprehensive,BURLINGTON SD,2008,77.39,48.94,Public,26.61,3.88,10.34,387,,
BAYVIEW ALTERNATIVE,High,SOUTH WHIDBEY SD,2009,,,Alternative,,,,12,38.87,40.91
BAYVIEW ALTERNATIVE,High,SOUTH WHIDBEY SD,2010,0,0,Alternative,,0,,,25.8,
BAYVIEW ALTERNATIVE,High,SOUTH WHIDBEY SD,2008,0,,Alternative,,,,18,39.05,
BEACH ELEM,Elem,FERNDALE SD,2009,48.15,83.33,Public,30.77,0,,39,,
BEACH ELEM,Elem,FERNDALE SD,2010,50,45,Public,52.63,0,,38,,
BEACH ELEM,Elem,FERNDALE SD,2008,78.57,,Public,,0,,37,,
BEACHWOOD ELEMENTARY,Elem,CLOVER PARK SD,2008,43.9,26.42,Public,30.27,,8.11,185,,
BEACHWOOD ELEMENTARY,Elem,CLOVER PARK SD,2010,47.33,46.91,Public,38.43,,7.41,216,,
BEACHWOOD ELEMENTARY,Elem,CLOVER PARK SD,2009,48.84,34.52,Public,39.73,,7.31,219,,
BEACON AVENUE ELEMEN,Elem,MONTESANO SD,2010,62.16,60,Public,45.59,,,68,,
BEACON AVENUE ELEMEN,Elem,MONTESANO SD,2008,65.62,45.16,Public,33.33,,16.67,96,,
BEACON AVENUE ELEMEN,Elem,MONTESANO SD,2009,79.45,47.73,Public,37.29,,14.41,118,,
BEACON HILL ELEMENTA,Elem,KELSO SD,2010,66.92,58.4,Public,49.24,6.11,14.5,262,,
BEACON HILL ELEMENTA,Elem,KELSO SD,2009,67.88,48.33,Public,47.71,7.63,12.21,262,,
BEACON HILL ELEMENTA,Elem,KELSO SD,2008,68.97,58.1,Public,42.29,5.14,11.46,253,,
BEACON HILL INTERNAT,Elem,SEATTLE PS,2009,77.78,58.14,Public,71.94,34.69,11.22,196,,
BEACON HILL INTERNAT,Elem,SEATTLE PS,2010,80,61.07,Public,75.7,28.04,12.15,214,,
BEACON HILL INTERNAT,Elem,SEATTLE PS,2008,90,56,Public,72.53,34.62,9.34,182,,
BEAR CREEK ELEMENTAR,Elem,NORTHSHORE SD,2008,78.91,,Public,,0,15.65,262,,
BEAR CREEK ELEMENTAR,Elem,NORTHSHORE SD,2009,79.69,63.64,Public,3.97,,17.69,277,,
BEAR CREEK ELEMENTAR,Elem,NORTHSHORE SD,2010,85.98,66.67,Public,6.99,,19.23,286,,
BEAVER LAKE MIDDLE S,Middle,ISSAQUAH SD,2008,78.19,56.25,Public,3.75,1.08,5.03,1014,,
BEAVER LAKE MIDDLE S,Middle,ISSAQUAH SD,2010,81.6,55.56,Public,4.48,,6.29,1049,,
BEAVER LAKE MIDDLE S,Middle,ISSAQUAH SD,2009,83.55,62.16,Public,4.06,1.26,4.93,1035,,
BEAVER VALLEY SCHOOL,Elem,CASCADE SD,2009,,,Public,0,0,0,,,
BEAVER VALLEY SCHOOL,Elem,CASCADE SD,2010,0,0,Public,,0,,,,
BEAVER VALLEY SCHOOL,Elem,CASCADE SD,2008,70,,Public,,0,0,13,,
BEEZLEY SPRINGS ELEM,Elem,EPHRATA SD,2010,,,Public,0,0,,,,
BELFAIR ELEMENTARY,Elem,NORTH MASON SD,2008,62.91,49.15,Public,35.52,,15.22,335,,
BELFAIR ELEMENTARY,Elem,NORTH MASON SD,2009,65.25,59.09,Public,38.43,0,16.16,229,,
BELFAIR ELEMENTARY,Elem,NORTH MASON SD,2010,68.29,62.2,Public,40.29,0,16.02,206,,
BELL ELEMENTARY,Elem,LAKE WASHINGTON SD,2010,67.12,54.69,Public,31.94,9.72,18.98,216,,
BELL ELEMENTARY,Elem,LAKE WASHINGTON SD,2008,74.36,64.44,Public,24.04,15.38,11.54,208,,
BELL ELEMENTARY,Elem,LAKE WASHINGTON SD,2009,75.17,53.7,Public,28.64,12.62,15.05,206,,
BELLEVUE HIGH SCHOOL,High,BELLEVUE SD,2009,72.96,60,Public,9.01,6.83,9.32,322,97.05,94.87
BELLEVUE HIGH SCHOOL,High,BELLEVUE SD,2010,79.23,65.85,Public,12.57,7.02,7.89,342,98.66,96.97
BELLEVUE HIGH SCHOOL,High,BELLEVUE SD,2008,81.44,77.27,Public,7.78,6.89,5.99,334,98.24,93.33
BELLINGHAM HIGH SCHO,High,BELLINGHAM SD,2010,61.24,40.32,Public,26.67,,7.06,255,84.38,73.05
BELLINGHAM HIGH SCHO,High,BELLINGHAM SD,2008,67.58,48.57,Public,25.66,0,10.2,304,83.41,72.34
BELLINGHAM HIGH SCHO,High,BELLINGHAM SD,2009,68.31,41.89,Public,28.47,0,10.95,274,68.39,56.95
BEMISS,Elem,SPOKANE SD,2010,64.52,51.49,Public,75.54,7.55,17.63,278,,
BEMISS,Elem,SPOKANE SD,2009,70.73,67.63,Public,84.35,11.45,21.76,262,,
BEMISS,Elem,SPOKANE SD,2008,84.21,66.83,Public,84.98,11.46,23.32,253,,
BENGE ELEMENTARY,Elem,BENGE SD,2008,,,Public,0,0,0,4,,
BENGE ELEMENTARY,Elem,BENGE SD,2009,0,0,Public,0,0,0,,,
BENGE ELEMENTARY,Elem,BENGE SD,2010,0,0,Public,0,0,0,,,
BENJAMIN FRANKLIN EL,Elem,VANCOUVER SD,2009,44.16,31.43,Public,31.3,,17.39,115,,
BENJAMIN FRANKLIN EL,Elem,VANCOUVER SD,2008,63.86,22.86,Public,30.83,8.33,15,120,,
BENJAMIN FRANKLIN EL,Elem,VANCOUVER SD,2010,67.19,31.37,Public,43.59,,25.64,117,,
BENNETT ELEMENTARY S,Elem,BELLEVUE SD,2008,85.71,61.54,Public,7.33,,9.42,191,,
BENNETT ELEMENTARY S,Elem,BELLEVUE SD,2010,87.71,50,Public,8.16,5.1,15.82,196,,
BENNETT ELEMENTARY S,Elem,BELLEVUE SD,2009,92.66,66.67,Public,10.05,,10.55,199,,
BENSON HILL ELEMENTA,Elem,RENTON SD,2010,69.09,56.12,Public,57.63,12.98,16.79,262,,
BENSON HILL ELEMENTA,Elem,RENTON SD,2009,69.17,37.4,Public,51.09,12.32,17.39,276,,
BENSON HILL ELEMENTA,Elem,RENTON SD,2008,69.39,51.89,Public,43.87,12.27,15.61,269,,
BENTON/FRANKLIN JUVE,Comprehensive,KENNEWICK SD,2009,,,Alternative,,,,30,,
BENTON/FRANKLIN JUVE,Comprehensive,KENNEWICK SD,2010,0,0,Alternative,,0,,14,,
BENTON/FRANKLIN JUVE,Comprehensive,KENNEWICK SD,2008,7.69,,Alternative,,,,23,,
BERNEY ELEMENTARY SC,Elem,WALLA WALLA SD,2009,53.12,27.08,Public,43.61,,13.22,227,,
BERNEY ELEMENTARY SC,Elem,WALLA WALLA SD,2010,57.72,39.42,Public,45.81,,18.06,227,,
BERNEY ELEMENTARY SC,Elem,WALLA WALLA SD,2008,60.63,44.44,Public,46.22,,13.87,238,,
BESS HERIAN ELEMENTA,Elem,CUSICK SD,2010,48.72,23.64,Public,57.29,0,16.67,96,,
BESS HERIAN ELEMENTA,Elem,CUSICK SD,2008,52.5,30,Public,56.04,0,20.88,91,,
BESS HERIAN ELEMENTA,Elem,CUSICK SD,2009,65.79,32.2,Public,61.62,0,17.17,99,,
BEST SR HIGH,High,LAKE WASHINGTON SD,2009,5,9.09,Alternative,,,,36,,
BEST SR HIGH,High,LAKE WASHINGTON SD,2008,26.09,,Alternative,,,,39,28.61,
BEST SR HIGH,High,LAKE WASHINGTON SD,2010,27.78,,Alternative,,0,,31,,
BETHEL HIGH SCHOOL,High,BETHEL SD,2010,33.33,23.26,Public,35.63,0,13.27,407,82.75,71.96
BETHEL HIGH SCHOOL,High,BETHEL SD,2009,35.98,24.55,Public,31.54,0,14.91,409,80.7,63.42
BETHEL HIGH SCHOOL,High,BETHEL SD,2008,36.31,21.77,Public,28.54,0,13.73,466,89.33,74.61
BETHEL JUNIOR HIGH,Middle,BETHEL SD,2010,47.59,34.71,Public,35.26,0,12.58,485,,
BETHEL JUNIOR HIGH,Middle,BETHEL SD,2009,48.18,33.15,Public,33.83,0,11.09,541,,
BETHEL JUNIOR HIGH,Middle,BETHEL SD,2008,49.47,30.77,Public,31.41,0,11.19,554,,
BETHEL ONLINE ACADEM,Comprehensive,BETHEL SD,2010,15.38,0,Public,19.4,0,,67,,
BETZ ELEMENTARY,Elem,CHENEY SD,2010,55.56,39.81,Public,46.67,,21.78,225,,
BETZ ELEMENTARY,Elem,CHENEY SD,2008,71.43,56.06,Public,34.85,,17.68,198,,
BETZ ELEMENTARY,Elem,CHENEY SD,2009,74.58,52.05,Public,39.7,,18.59,199,,
BEVERLY ELEMENTARY,Elem,EDMONDS SD,2009,63.89,42.86,Public,27.81,14.38,13.12,320,,
BEVERLY ELEMENTARY,Elem,EDMONDS SD,2008,65.8,48,Public,34.09,14.61,11.69,308,,
BEVERLY ELEMENTARY,Elem,EDMONDS SD,2010,71.67,57.02,Public,40.52,10.78,14.71,306,,
BEVERLY PARK ELEM AT,Elem,HIGHLINE SD,2010,35.24,29.84,Public,55.71,24.22,17.99,289,,
BEVERLY PARK ELEM AT,Elem,HIGHLINE SD,2008,44.68,36.17,Public,80.16,18.62,13.77,247,,
BEVERLY PARK ELEM AT,Elem,HIGHLINE SD,2009,48.84,34.92,Public,81.97,20.9,13.11,244,,
BICKLETON ELEMENTARY,Comprehensive,BICKLETON SD,2010,55.81,,Public,0,0,,43,,
BICKLETON ELEMENTARY,Comprehensive,BICKLETON SD,2009,61.4,,Public,0,0,,57,,
BICKLETON ELEMENTARY,Comprehensive,BICKLETON SD,2008,66.67,,Public,0,0,,60,,
BIG LAKE ELEMENTARY,Elem,SEDRO-WOOLLEY SD,2009,72.38,39.13,Public,30.07,,14.38,153,,
BIG LAKE ELEMENTARY,Elem,SEDRO-WOOLLEY SD,2010,80.18,49.09,Public,32.93,,15.57,167,,
BIG LAKE ELEMENTARY,Elem,SEDRO-WOOLLEY SD,2008,80.41,59.46,Public,27.61,,11.19,134,,
BIG PICTURE SCHOOL,High,HIGHLINE SD,2010,4.35,10,Alternative,29.41,0,,34,35.85,100
BIG PICTURE SCHOOL,High,HIGHLINE SD,2008,11.76,9.09,Alternative,,,,30,,
BIG PICTURE SCHOOL,High,HIGHLINE SD,2009,16.67,16.67,Alternative,,,,31,,
BIRCHWOOD ELEMENTARY,Elem,BELLINGHAM SD,2010,60.87,48.89,Public,68.24,9.46,17.57,148,,
BIRCHWOOD ELEMENTARY,Elem,BELLINGHAM SD,2009,63.46,46.6,Public,67.3,10.69,23.27,159,,
BIRCHWOOD ELEMENTARY,Elem,BELLINGHAM SD,2008,66.15,39,Public,60.69,9.83,18.5,173,,
BIRNEY,Elem,TACOMA SD,2009,48.33,40.29,Public,70.48,12.86,15.71,210,,
BIRNEY,Elem,TACOMA SD,2008,58.44,44.44,Public,63.55,10.75,14.95,214,,
BIRNEY,Elem,TACOMA SD,2010,62.96,43.86,Public,68.51,13.81,16.02,181,,
BLACK DIAMOND ELEMEN,Elem,ENUMCLAW SD,2008,60.19,34.21,Public,27.27,0,16.08,143,,
BLACK DIAMOND ELEMEN,Elem,ENUMCLAW SD,2009,63.11,40,Public,25.36,0,16.67,138,,
BLACK DIAMOND ELEMEN,Elem,ENUMCLAW SD,2010,67.33,39.39,Public,26.09,,21.01,138,,
BLACK LAKE ELEMENTAR,Elem,TUMWATER SD,2008,77.17,49.15,Public,19.5,,10.06,318,,
BLACK LAKE ELEMENTAR,Elem,TUMWATER SD,2009,79.75,45.83,Public,24.05,,9.81,316,,
BLACK LAKE ELEMENTAR,Elem,TUMWATER SD,2010,80.26,61.4,Public,20.21,,11.85,287,,
BLACK RIVER HIGH SCH,High,RENTON SD,2009,,,Alternative,,,,20,27.24,
BLACK RIVER HIGH SCH,High,RENTON SD,2010,0,7.14,Alternative,75,,,44,,
BLACK RIVER HIGH SCH,High,RENTON SD,2008,5,0,Alternative,,,,47,58.04,91.72
BLACKWELL ELEMENTARY,Elem,LAKE WASHINGTON SD,2010,83.63,,Public,,,8.31,349,,
BLACKWELL ELEMENTARY,Elem,LAKE WASHINGTON SD,2009,89.05,,Public,,,4.69,341,,
BLACKWELL ELEMENTARY,Elem,LAKE WASHINGTON SD,2008,91.54,,Public,,0,4.64,323,,
BLAINE ELEMENTARY SC,Elem,BLAINE SD,2010,58.05,41.04,Public,50.2,0,17.26,504,,
BLAINE ELEMENTARY SC,Elem,BLAINE SD,2008,73.39,53.22,Public,48.98,5.89,12.2,492,,
BLAINE ELEMENTARY SC,Elem,BLAINE SD,2009,77.52,57.89,Public,47.6,5.8,15.6,500,,
BLAINE HIGH SCHOOL,High,BLAINE SD,2008,58.24,32.86,Public,43.98,,8.43,166,84.06,83.92
BLAINE HIGH SCHOOL,High,BLAINE SD,2009,58.67,35.44,Public,52.17,,7.45,161,82.9,73.59
BLAINE HIGH SCHOOL,High,BLAINE SD,2010,61.64,39.76,Public,53.05,0,14.02,164,92.76,85.82
BLAINE HOME CONNECTI,Comprehensive,BLAINE SD,2010,20.45,,Alternative,,0,,48,,
BLAINE HOME CONNECTI,Comprehensive,BLAINE SD,2008,22.22,,Alternative,,,,28,,
BLAINE HOME CONNECTI,Comprehensive,BLAINE SD,2009,32.26,,Alternative,,,,35,,
BLAINE MIDDLE SCHOOL,Middle,BLAINE SD,2008,59.92,38.57,Public,46.14,3,9.23,466,,
BLAINE MIDDLE SCHOOL,Middle,BLAINE SD,2009,63.4,48.28,Public,49.58,2.31,8.19,476,,
BLAINE MIDDLE SCHOOL,Middle,BLAINE SD,2010,70.46,50.97,Public,51.97,0,9.84,508,,
BLIX ELEMENTARY,Elem,TACOMA SD,2010,42.42,28.47,Public,80.93,14.43,22.16,194,,
BLIX ELEMENTARY,Elem,TACOMA SD,2009,66.67,40.28,Public,86.03,17.32,8.38,179,,
BLIX ELEMENTARY,Elem,TACOMA SD,2008,76,45.52,Public,86.03,18.99,11.17,179,,
BLUE HERON MIDDLE SC,Middle,PORT TOWNSEND SD,2009,58.42,34.17,Public,37.88,,12.42,330,,
BLUE HERON MIDDLE SC,Middle,PORT TOWNSEND SD,2010,63.04,46.15,Public,48.09,,16.9,497,,
BLUE HERON MIDDLE SC,Middle,PORT TOWNSEND SD,2008,65.17,43.81,Public,35.67,,10.19,314,,
BLUE RIDGE ELEMENTAR,Elem,WALLA WALLA SD,2010,,27.27,Public,94.48,43.45,17.93,145,,
BLUE RIDGE ELEMENTAR,Elem,WALLA WALLA SD,2009,25,18.85,Public,91.49,46.81,15.6,141,,
BLUE RIDGE ELEMENTAR,Elem,WALLA WALLA SD,2008,30,24.3,Public,91.87,45.53,20.33,123,,
BOISTFORT ELEM,Comprehensive,BOISTFORT SD,2010,57.14,33.33,Public,58.93,0,21.43,56,,
BOISTFORT ELEM,Comprehensive,BOISTFORT SD,2008,60,36.36,Public,47.92,0,,48,,
BOISTFORT ELEM,Comprehensive,BOISTFORT SD,2009,68,13.64,Public,44.9,0,,49,,
BONNEY LAKE ELEMENTA,Elem,SUMNER SD,2010,56.12,34.25,Public,35.35,,16.74,215,,
BONNEY LAKE ELEMENTA,Elem,SUMNER SD,2009,59.09,49.3,Public,31.58,,17.54,228,,
BONNEY LAKE ELEMENTA,Elem,SUMNER SD,2008,82.1,58.21,Public,29.44,,16.02,231,,
BONNEY LAKE HIGH SCH,High,SUMNER SD,2010,57.04,24.71,Public,23.59,,12.31,390,93.74,82.35
BONNEY LAKE HIGH SCH,High,SUMNER SD,2009,59.56,51.79,Public,17.43,0,8.29,350,85.83,79.2
BONNEY LAKE HIGH SCH,High,SUMNER SD,2008,61.54,39.29,Public,18.23,0,10.54,351,86.92,64.73
BORDEAUX ELEMENTARY,Elem,SHELTON SD,2008,59.41,47.55,Public,58.54,,18.29,246,,
BORDEAUX ELEMENTARY,Elem,SHELTON SD,2010,59.7,37.36,Public,71.72,,19.26,244,,
BORDEAUX ELEMENTARY,Elem,SHELTON SD,2009,65.93,45.98,Public,64.94,,20.3,271,,
BOSTON HARBOR ELEMEN,Elem,OLYMPIA SD,2010,82.42,73.68,Public,17.27,0,,110,,
BOSTON HARBOR ELEMEN,Elem,OLYMPIA SD,2008,85.71,61.54,Public,12.5,0,,104,,
BOSTON HARBOR ELEMEN,Elem,OLYMPIA SD,2009,89.25,41.67,Public,11.43,,,105,,
BOTHELL HIGH SCHOOL,High,NORTHSHORE SD,2009,70.73,52.94,Public,13.97,2.18,10.16,551,90.67,69.01
BOTHELL HIGH SCHOOL,High,NORTHSHORE SD,2010,71.29,38.27,Public,16.96,2.12,12.14,519,90.49,80.8
BOTHELL HIGH SCHOOL,High,NORTHSHORE SD,2008,75.36,51.22,Public,15.11,3.12,10.84,609,90.31,61.16
BOW LAKE ELEMENTARY,Elem,HIGHLINE SD,2009,40.23,31.05,Public,74.35,25.07,13.26,347,,
BOW LAKE ELEMENTARY,Elem,HIGHLINE SD,2008,47.96,28.37,Public,71.1,25.14,16.76,346,,
BOW LAKE ELEMENTARY,Elem,HIGHLINE SD,2010,49.39,57.8,Public,45.61,23.1,15.79,342,,
BOWDISH MIDDLE SCHOO,Middle,CENTRAL VALLEY SD,2010,54.75,43.39,Public,47.92,,18.22,505,,
BOWDISH MIDDLE SCHOO,Middle,CENTRAL VALLEY SD,2009,58.53,48.5,Public,40.91,,13.44,506,,
BOWDISH MIDDLE SCHOO,Middle,CENTRAL VALLEY SD,2008,59.37,50,Public,37.75,,10.47,506,,
BOZE,Elem,TACOMA SD,2010,60.71,29.8,Public,85.42,19.27,11.98,192,,
BOZE,Elem,TACOMA SD,2009,65.22,33.74,Public,87.69,21.54,7.69,195,,
BOZE,Elem,TACOMA SD,2008,68.42,39.22,Public,89.56,21.98,5.49,182,,
BREIDABLIK ELEMENTAR,Elem,NORTH KITSAP SD,2010,58.65,54.55,Public,35,,20,160,,
BREIDABLIK ELEMENTAR,Elem,NORTH KITSAP SD,2008,65.83,69.23,Public,31.43,,21.71,175,,
BREIDABLIK ELEMENTAR,Elem,NORTH KITSAP SD,2009,67.57,66.07,Public,33.73,,18.93,169,,
BREMERTON HIGH SCHOO,High,BREMERTON SD,2010,40.37,23.46,Public,52.65,,13.93,359,85.12,77.62
BREMERTON HIGH SCHOO,High,BREMERTON SD,2009,41.25,19.29,Public,48.36,,14.63,335,83.47,70.45
BREMERTON HIGH SCHOO,High,BREMERTON SD,2008,50,26.95,Public,45.16,,10.56,341,76.41,69.43
BRENTWOOD ELEMENTARY,Elem,MEAD SD,2008,71.77,60.44,Public,23.85,,10.26,390,,
BRENTWOOD ELEMENTARY,Elem,MEAD SD,2009,74.52,57.26,Public,31.43,,13.25,385,,
BRENTWOOD ELEMENTARY,Elem,MEAD SD,2010,75.48,50.44,Public,30.05,,17.02,376,,
BREWSTER ELEMENTARY,Elem,BREWSTER SD,2010,42.11,30.92,Public,86.28,41.52,16.61,277,,
BREWSTER ELEMENTARY,Elem,BREWSTER SD,2008,45.55,35.19,Public,23.94,41.31,15.83,259,,
BREWSTER ELEMENTARY,Elem,BREWSTER SD,2009,58.33,35.92,Public,82.35,43.38,13.97,272,,
BREWSTER HIGH SCHOOL,High,BREWSTER SD,2008,,40.35,Public,98.48,24.24,,66,,81.91
BREWSTER HIGH SCHOOL,High,BREWSTER SD,2010,25,11.32,Public,82.67,28,16,75,61.02,64.45
BREWSTER HIGH SCHOOL,High,BREWSTER SD,2009,32.14,17.07,Public,60.56,19.72,,71,,16.26
BREWSTER JUNIOR HIGH,Middle,BREWSTER SD,2008,,36.75,Public,97.56,34.96,15.45,123,,
BREWSTER JUNIOR HIGH,Middle,BREWSTER SD,2009,48.48,35.63,Public,71.32,14.73,17.05,129,,
BREWSTER JUNIOR HIGH,Middle,BREWSTER SD,2010,54.55,26.74,Public,77.33,29.33,17.33,150,,
BRIARCREST ELEMENTAR,Elem,SHORELINE SD,2010,64.29,45.63,Public,46.21,12.88,11.74,264,,
BRIARCREST ELEMENTAR,Elem,SHORELINE SD,2008,64.58,57.32,Public,37.23,11.26,12.99,231,,
BRIARCREST ELEMENTAR,Elem,SHORELINE SD,2009,71.71,49.47,Public,41.73,12.41,10.15,266,,
BRIARWOOD ELEMENTARY,Elem,ISSAQUAH SD,2010,78.38,21.62,Public,16.59,,12.11,223,,
BRIARWOOD ELEMENTARY,Elem,ISSAQUAH SD,2009,79.58,52.63,Public,17.6,,10.3,233,,
BRIARWOOD ELEMENTARY,Elem,ISSAQUAH SD,2008,81.37,46.67,Public,13.56,,10.17,236,,
BRIDGEPORT AURORA HI,High,BRIDGEPORT SD,2008,,,Alternative,,,,9,46.82,34.29
BRIDGEPORT AURORA HI,High,BRIDGEPORT SD,2009,0,0,Alternative,,,,,,
BRIDGEPORT AURORA HI,High,BRIDGEPORT SD,2010,0,0,Alternative,,0,,,,35.9
BRIDGEPORT ELEMENTAR,Elem,BRIDGEPORT SD,2010,,24.32,Public,96.92,0,13.85,195,,
BRIDGEPORT ELEMENTAR,Elem,BRIDGEPORT SD,2009,0,33.81,Public,90.64,46.78,12.28,171,,
BRIDGEPORT ELEMENTAR,Elem,BRIDGEPORT SD,2008,75,41.07,Public,79.53,42.11,15.2,171,,
BRIDGEPORT HIGH SCHO,High,BRIDGEPORT SD,2010,,26.47,Public,80.95,0,,42,,89.78
BRIDGEPORT HIGH SCHO,High,BRIDGEPORT SD,2009,0,35.9,Public,97.87,36.17,,47,,93.4
BRIDGEPORT HIGH SCHO,High,BRIDGEPORT SD,2008,50,20,Public,67.5,37.5,,40,,80.83
BRIDGEPORT MIDDLE SC,Middle,BRIDGEPORT SD,2009,,45.95,Public,92.93,37.5,10.87,184,,
BRIDGEPORT MIDDLE SC,Middle,BRIDGEPORT SD,2008,35,35.29,Public,86.98,36.69,9.47,169,,
BRIDGEPORT MIDDLE SC,Middle,BRIDGEPORT SD,2010,38.1,38,Public,85.71,0,9.71,175,,
BRIER ELEMENTARY,Elem,EDMONDS SD,2010,70.22,47.62,Public,19.82,,16.22,222,,
BRIER ELEMENTARY,Elem,EDMONDS SD,2008,70.24,55.81,Public,17.53,,13.94,251,,
BRIER ELEMENTARY,Elem,EDMONDS SD,2009,73.87,67.57,Public,15.48,,15.9,239,,
BRIER TERRACE MIDDLE,Middle,EDMONDS SD,2009,54.53,35.65,Public,20.25,0,13.03,568,,
BRIER TERRACE MIDDLE,Middle,EDMONDS SD,2008,55.88,28.46,Public,21.87,0,13.05,567,,
BRIER TERRACE MIDDLE,Middle,EDMONDS SD,2010,67.6,45.03,Public,27.75,2.02,11.47,645,,
BRIGADOON ELEMENTARY,Elem,FEDERAL WAY SD,2009,80.49,66.29,Public,52.6,,12.72,173,,
BRIGADOON ELEMENTARY,Elem,FEDERAL WAY SD,2010,84.51,75.32,Public,52.98,7.28,12.58,151,,
BRIGADOON ELEMENTARY,Elem,FEDERAL WAY SD,2008,85.15,66.22,Public,43.58,,13.97,179,,
BRIGHTON ELEMENTARY,Elem,SEATTLE PS,2010,37.93,38.3,Public,84.02,27.32,11.86,194,,
BRIGHTON ELEMENTARY,Elem,SEATTLE PS,2009,58.62,49.38,Public,84.85,25.76,14.14,198,,
BRIGHTON ELEMENTARY,Elem,SEATTLE PS,2008,61.11,50.86,Public,86.62,28.87,10.56,142,,
BRINNON ELEMENTARY,Elem,BRINNON SD,2009,,38.89,Public,75,0,,24,,
BRINNON ELEMENTARY,Elem,BRINNON SD,2008,0,42.11,Public,73.08,0,,26,,
BRINNON ELEMENTARY,Elem,BRINNON SD,2010,0,43.75,Public,73.91,0,,23,,
BROADVIEW ELEMENTARY,Elem,OAK HARBOR SD,2010,64.42,43.53,Public,34.14,,12.45,249,,
BROADVIEW ELEMENTARY,Elem,OAK HARBOR SD,2009,76.28,53.73,Public,30.22,,10.67,225,,
BROADVIEW ELEMENTARY,Elem,OAK HARBOR SD,2008,78.81,58.11,Public,33.48,,14.98,227,,
BROADVIEW-THOMSON EL,Elem,SEATTLE PS,2008,67.2,42.86,Public,47.32,12.11,16.9,355,,
BROADVIEW-THOMSON EL,Elem,SEATTLE PS,2009,79.23,50.25,Public,51.17,13.79,14.25,428,,
BROADVIEW-THOMSON K_,Elem,SEATTLE PS,2010,65.35,35.68,Public,57.46,14.52,16.36,489,,
BROADWAY ELEMENTARY,Elem,CENTRAL VALLEY SD,2010,43.55,37.58,Public,73.04,,16.09,230,,
